courseNumber,description
JPN004,"4 units, lecture, 4 hours. prerequisite(s): jpn 003 with a grade of c- or better; or equivalent. introduces levels of speech and emphasizes reading and writing of advanced prose."
JPN101A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): jpn 006 with a grade of c- or better. further development of students' reading, writing, listening and speaking skills in japanese. course conducted in japanese."
KOR004,"4 units, lecture, 4 hours. prerequisite(s): kor 003 with a grade of c- or better. a continuation of korean language study. emphasizes reading, writing, grammar, and conversation. credit is awarded for only one of the following sequences: kor 001, kor 002, kor 003, and kor 004; kor 001, kor 002, and kor 020b; kor 020a and kor 020b."
LATN001,"4 units, lecture, 4 hours. prerequisite(s): none. intensive study of the fundamentals of the latin language with practice in reading and writing."
LATN101N,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): latn 003. one or two of the following segments are offered every year according to need. e.   plautus;  f.   terence;  g.   virgil;  h.   catullus;  i.   horace;  j.   ovid;  k.   propertius;  l.   tibullus;  n.   cicero;  o.   livy;  p.   tacitus;  q.   juvenal;  r.   lucretius;  s.   seneca;  t.   pliny;  u.   medieval latin;  z.   renaissance latin."
LNST106,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): ling 020; spn 101a, spn 101b or spn 109a, spn 109b;  or consent of instructor. provides a descriptive and normative analysis of the phonological system of the spanish language. focuses on the phonetic characteristics of contemporary peninsular and hispano-american spanish.     cross-listed with spn 105."
LNST115,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): sophomore, junior, or senior standing; or consent of instructor. a study of latin american art from circa 1900 to the present. considers national and regional histories and artistic trajectories beginning with the advent of an artistic avant-garde. investigates the relationships between european and latin american developments. cross-listed with ahs 115."
LNST124,"4 units, lecture, 3 hours; individual study, 3 hours. prerequisite(s): sophomore, junior, or senior standing; or consent of instructor. considers conceptual art made across latin america, from 1960s to present. focuses on subversive strategies artists developed to critique military dictatorships then in power, while circumventing legalized censorship. considers localized versions of conceptual art in santiago, buenos aires, rio de janeiro, havana, mexico city, and situate them within international movement. cross-listed with ahs 124."
LNST190,"1 to 5 units, consent of the instructor and the latin american studies committee required."
LGBS190,"1 to 5 units, consultation, 1 hour; individual study, 2 to 14 hours. prerequisite(s): upper-division standing; consent of instructor and program chair. individual study, directed by a faculty member, to meet special curricular needs. course is repeatable to a maximum of 14 units."
LBST001,"5 units, lecture, 3 hours; discussion, 1 hour; individual study, 3 hours. introduces the richness of the liberal studies tradition. incorporates approaches and integrates learning from the natural sciences, social sciences, and arts and humanities."
LING020,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. an introduction to modern linguistics. covers the nature of language; language structure; grammars; the languages of the world; historical and comparative linguistics; and interdisciplinary approaches including anthropological and psycholinguistics."
LING141,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): ling 111. introduction to the study of functional sound units in speech, including phonotactics, morphophonemics. various theories are examined, including generative. applications: speech correction, speech analysis, english, foreign languages."
LING160E,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): ling 111; ling 121 or ling 141. comparative analyses of language groups such as spanish and portuguese, slavic languages, and native american languages. e. historical linguistics; f. dialectology; g. language change; i. sociolinguistics."
LING190,"1 to 5 units, to be taken with the consent of the chair of the committee as a means of meeting special curricular problems. course is repeatable."
CWLR201F,"4 to 6 units, seminar, 21 to 31.5 hours per quarter; activity, 3 to 9.5 hours; extra reading, 3-4.5 hours. prerequisite(s): graduate standing. a study of a period, style, author, or issue in relation to literary, theatrical, or film history.  f. fiction; n. nonfiction; p. poetry; s. screenwriting; t. playwriting. each segment is repeatable."
CWLR201N,"4 to 6 units, seminar, 21 to 31.5 hours per quarter; activity, 3 to 9.5 hours; extra reading, 3-4.5 hours. prerequisite(s): graduate standing. a study of a period, style, author, or issue in relation to literary, theatrical, or film history.  f. fiction; n. nonfiction; p. poetry; s. screenwriting; t. playwriting. each segment is repeatable."
CWLR201P,"4 to 6 units, seminar, 21 to 31.5 hours per quarter; activity, 3 to 9.5 hours; extra reading, 3-4.5 hours. prerequisite(s): graduate standing. a study of a period, style, author, or issue in relation to literary, theatrical, or film history.  f. fiction; n. nonfiction; p. poetry; s. screenwriting; t. playwriting. each segment is repeatable."
CWLR201S,"4 to 6 units, seminar, 21 to 31.5 hours per quarter; activity, 3 to 9.5 hours; extra reading, 3-4.5 hours. prerequisite(s): graduate standing. a study of a period, style, author, or issue in relation to literary, theatrical, or film history.  f. fiction; n. nonfiction; p. poetry; s. screenwriting; t. playwriting. each segment is repeatable."
CWLR201T,"4 to 6 units, seminar, 21 to 31.5 hours per quarter; activity, 3 to 9.5 hours; extra reading, 3-4.5 hours. prerequisite(s): graduate standing. a study of a period, style, author, or issue in relation to literary, theatrical, or film history.  f. fiction; n. nonfiction; p. poetry; s. screenwriting; t. playwriting. each segment is repeatable."
MGT204,"4 units, lecture, 3 hours; outside projects, 3 hours. prerequisite(s): mgt 211 or equivalent; graduate standing. a study of accounting information for managerial planning and control. topics include managerial applications for product costing, budgeting, and performance evaluation; accounting techniques for modern manufacturing systems; activity-based accounting and cost management; international cost accounting systems; and the behavioral implications of accounting information."
MGT211,"4 units, lecture, 3 hours; activity, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. covers financial accounting concepts and the analytical tools needed to understand and interpret financial statements. examines the uses of financial accounting information."
MGT220,"4 units, lecture, 3 hours; individual study, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. develops understanding of the theory and processes underlying a broad spectrum of negotiation problems. applies learned analytic and interpersonal skills to attain competence in negotiation exercises and debriefings"
MGT298I,"1 to 4 units,  consultation, 1 hour; field, 3 to 12 hours. prerequisite(s): graduate standing; and consent of instructor. supervised field experience culminating in a final report or other academic component. may be repeated for up to 8 units of credit toward the degree."
MGT403,"4 units, lecture, 3 hours; individual study, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. reviews quantitative concepts and techniques related to the various functional areas of management. topics include properties of functions, systems of equations and matrices (linear algebra), differentiation and integration (calculus), and basic probability concepts.  graded satisfactory (s) or no credit (nc)."
MSE001,"1 unit, lecture, 1 hour. prerequisite(s): none. an introduction of properties and applications of different types of materials essential for various areas of engineering. explores the relationship between structure and properties as well as processing of the materials. illustrates a wide range of properties required for different types of applications.  graded satisfactory (s) or no credit (nc)."
MSE002L,"1 unit, laboratory, 3 hours. prerequisite(s): mse 001 with a grade of c- or better;  restricted to major(s) materials science and engineer;  or consent of instructor. provides hands-on laboratory experience in topics related to the structure-composition-processing-performance relationship of ceramics, electronic materials, metals, and polymers. experiments cover mechanical testing and properties of different materials classes and introduce students to microscopic characterization techniques.  satisfactory(s) or no credit(n/c) is not available."
MSE201,"4 units, lecture, 3 hours, discussion, 1 hour. prerequisite(s): graduate standing in materials science and engineering or consent of instructor. mse 201 online section; enrollment in the online master-in-science in engineering program. covers the laws of thermodynamics and fundamental equations for multi-component elastic solids, electromagnetic media, and equilibrium criteria. describes applications to solution thermodynamics, point defects in solids, elastic effects, phase diagrams, transitions, and interfaces. includes nucleation theory, kinetics (diffusion of heat, mass, and charge), and coupled flows."
MSE205,"3 units, lecture, 3 hours. prerequisite(s): chem 110a and chem 110b with grades of ""c"" or better. covers concepts in thermodynamics including fundamental equations, potentials, maxwell relations, and stability criteria. cross-listed with chem 201d."
MSE220,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): graduate standing in materials science and engineering or consent of instructor. covers basic principles of techniques used in the characterization of engineering materials by electron microscopy, diffraction, and spectroscopy. provides analysis of defects responsible for materials properties. addresses modern electrical, optical, and particle beam techniques for material characterization.  includes hall effect and raman spectroscopy."
MSE238,"4 units, lecture, 4 hours. prerequisite(s): me 110, me 114, or equivalents; for mse 238 online section; enrollment in the online master-in-science in engineering program. an introduction to the design and fabrication of microelectromechanical systems (mems). topics include  micromachining processes; material properties; transduction; applications in mechanical, thermal, optical, radiation, and biological sensors and actuators; microfluidic devices; bio-mems and applications; packaging and reliability concepts; and metrology techniques for mems. cross-listed with me 270."
MSE245B,"3 units, lecture, 3 hours. prerequisite(s): chem 150a, chem 150b. covers advanced synthesis, structure, and bonding in inorganic, coordination, and organometallic chemistry. cross-listed with chem 231a."
MSE248B,"4 units, lecture, 4 hours. prerequisite(s):  graduate standing;  or consent of instructor. course introduces students to topics related to structure-composition-processing-performance relationship of metallic materials. it will cover fundamentals of materials science, materials selection, processing and manufacturing. materials design or selection-based approach and team activities will be utilized to enhance learning and presentation skills.     cross-listed with me 266."
MSE290,"1 to 6 units, individual study, 3 to 18 hours. prerequisite(s): graduate standing; consent of instructor and graduate advisor. individual study directed by a faculty member on selected topics in materials science and engineering. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 12 units"
MATH006A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 003 or math 06la, may be taken concurrently; the mathematics department determines the study program pathway based upon the score on the mathematics advisory examination; or consent of instructor. develops and refines quantitative reasoning, covariational reasoning, problem solving, and algebraic proficiency in preparation for calculus. topics include functions, properties of functions, ways to create new functions, and modeling real-world situations with functions. specific functions covered include linear, exponential, and logarithmic functions. credit is awarded for one of the following math 006a, math 004, or math 005a."
MATH006B,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 006a with a grade of b- or better or math 006a with a grade of c- or better; math 06lb, may be taken concurrently; note: math 006a with a grade of c-, c, or c+ requires concurrent enrollment in math 06lb;  or consent of instructor. develops and refines quantitative and covariational reasoning skills and problem solving skills in preparation for calculus. topics include functions, properties of functions, modeling real world situations with functions, limits, and continuity. specific functions covered include polynomial, rational, trigonometric, and inverse trigonometric functions.     credit is awarded for one of the following  math 006b,  math 004, or math 005a."
MATH007A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 005a or math 006b. introduction to the differential calculus of functions of one variable for students majoring in life sciences.     credit is awarded for one of the following  math 007a,  math 005b,  math 009a, or math 09ha."
MATH007B,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 005b with a grade of c- or better or math 007a with a grade of c- or better or math 009a with a grade of c- or better or math 09ha with a grade of c- or better. introduction to the integral calculus of functions of one variable. for life sciences majors. credit is awarded for one of the following math 007b, math 005c, math 009b, or math 09hb."
MATH009A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 005a with a grade of c- or better or math 006b. introduction to the differential calculus of functions of one variable.     credit is awarded for one of the following  math 009a,  math 005b,  math 007a, or math 09ha."
MATH009B,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 005b with a grade of c- or better or math 009a or math 09ha. introduction to the integral calculus of functions of one variable.     credit is awarded for one of the following  math 009b,  math 005c,  math 007b, or math 09hb."
MATH009C,"4 units, discussion, 1 hour; lecture, 3 hours. prerequisite(s): math 009b with a grade of c- or better or math 09hb with a grade of c- or better or math 007b with a grade of c- or better. further topics from integral calculus, improper integrals, infinite series, taylor's series, and taylor's theorem.     credit is awarded for one of the following  math 009c,  math 005c, or math 09hc."
MATH010A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 005c with a grade of c- or better or math 007b with a grade of c- or better or math 009b with a grade of c- or better or math 09hb with a grade of c- or better; or equivalent. topics include euclidean geometry, matrices and linear functions, determinants, partial derivatives, directional derivatives, jacobians, gradients, chain rule, and taylor's theorem for several variables."
MATH010B,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 010a with a grade of ""c-"" or better or equivalent. covers vectors; differential calculus, including implicit differentiation and extreme values; multiple integration; line integrals; vector field theory; and theorems of gauss, green, and stokes."
MATH011,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): cs 010a or math 005c or math 007b or math 009b or math 09hb. introduction to basic concepts of discrete mathematics emphasizing applications to computer science. topics include propositional and predicate calculi, elementary set theory, functions, relations, proof techniques, elements of number theory, enumeration, and discrete probability.     cross-listed with cs 011."
MATH031,"5 units, lecture, 3 hours; discussion, 2 hours. prerequisite(s): cs 010a with a grade of c- or better or math 005c with a grade of c- or better or math 007b with a grade of c- or better or math 009b with a grade of c- or better or math 09hb with a grade of c- or better. a study of matrices and systems of linear equations, determinants, gaussian elimination, vector spaces, linear independence and linear transformation, orthogonality, eigenvalues, and eigenvectors. also examines selected topics and applications.     credit is awarded for one of the following  math 031 or ee 020b."
MATH045,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 005c with a grade of c- or better or math 007b with a grade of c- or better or math 009b with a grade of c- or better or math 09hb with a grade of c- or better; or equivalent;  or consent of instructor. introduction to ordinary differential equations; complex numbers; trigonometric, compact and exponential fourier series; frequency spectrum; and laplace transform, fourier transform, and their application to the solution of integro-differential equations as they appear in the physical sciences and engineering.     cross-listed with ee 020a.  credit is awarded for one of the following  math 045,  ee 020a, or math 046."
MATH046,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 005c with a grade of c- or better or math 007b with a grade of c- or better or math 009b with a grade of c- or better or math 09hb with a grade of c- or better. introduction to first-order equations, linear second-order equations, and laplace transforms, with applications to the physical and biological sciences.     credit is awarded for one of the following  math 046,  ee 020a, or math 045."
MATH06LA,"1 unit, discussion, 1 hour. prerequisite(s): math 006a, may be taken concurrently; the mathematics department determines the study program pathway based upon the score on the mathematics advisory examination; or consent of instructor. just-in-time lessons and activities to enhance student foundations on functions and properties of functions from four perspectives (verbal, visual, numeric, and symbolic) to complement and support math 006a. graded satisfactory (s) or no credit (nc)."
MATH06LB,"1 unit, discussion, 1 hour. prerequisite(s): math 006a with a grade of c- or better, math 06lb, may be taken concurrently;  or consent of instructor. just-in-time lessons and activities to enhance student foundations on functions and properties of functions from four perspectives (verbal, visual, numeric, and  symbolic) to complement math 006b.  graded satisfactory (s) or no credit (nc)."
MATH110,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 009b with a grade of c- or better or math 09hb with a grade of c- or better or math 007b with a grade of c- or better or math 005c with a grade of c- or better; or consent of instructor. an introduction to communicating mathematics through proofs. topics include basic logic, set theory, functions, and various proof techniques such as induction, direct, contrapositive, contradiction, and cases. may also include equivalence relations, countability, number theory, structure of the real numbers, sequences, and continuity."
MATH120,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 010a with a grade of ""c-"" or better; math 031 with a grade of ""c-"" or better.  introduction to classical optimization including unconstrained and constrained problems in several variables, addresses jacobian and lagrangian methods and the kuhn-tucker conditions. covers the basic concepts of linear programming including the simplex method and duality with applications to other subjects."
MATH131,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 010a  with a grade of ""c-"" or better (may be taken concurrently); math 031 with a grade of ""c-"" or better. an introduction to vector spaces, matrices, and linear transformations."
MATH133,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 031 with a grade of ""c-"" or better, or consent of instructor. analyzes elementary theory of affine and projective planes, the line at infinity, finite geometries, euclidean and non-euclidean geometries, groups of transformations, and other algebraic structures related to geometry."
MATH135A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): cs 010a with a grade of c- or better, may be taken concurrently; math 031 with a grade of c- or better, may be taken concurrently; or equivalent;  or consent of instructor. introduces basic numerical techniques for computing solutions of problems in science and engineering as well as computational implementation of such techniques using matlab and python. topics include floating point computation, error analysis, numerical methods for solutions of linear and nonlinear scalar and systems of equations, and numerical interpolation."
MATH146A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 009c or math 09hc with a grade of ""c-"" or better; math 010a with a grade of ""c-"" or better; math 031 (may be taken concurrently) with a grade of ""c-"" or better or equivalent; math 046 with a grade of ""c-"" or better. focuses on the theory of linear differential equations and transform methods."
MATH149A,"4 units, lecture, 3 hours, discussion, 1 hour. prerequisite(s): math 010a with a grade of ""c-"" or better, math 010b with a ""c-"" or better, concurrent enrollment in or completion of math 046 with a grade of ""c-"" or better. an introduction to the mathematical theory of probability and discrete and continuous distributions."
MATH151A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 009c, math 010b with a grade of c- or better; or equivalent;  or consent of instructor. provides a rigorous development of mathematical analysis. includes the formal theory of the real numbers, convergent sequences, monotone sequences, subsequences, convergent tests, limit superior, limit inferior, bolzano-weierstrass theorem, cauchy sequences, limit of functions, continuous functions, extreme value theorems, intermediate value theorems, uniform continuity, and continuity of monotone functions.     credit is awarded for one of the following  math 151a or math 150a."
MATH190,"1 to 5 units, tutorial, 3 to 15 hours. to be taken with the consent of the chair of the department as a means of meeting special curricular problems. course is repeatable."
MATH212,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 151c, math 165a; graduate standing. classical theory of initial and boundary value problems for hyperbolic, parabolic and elliptic partial differential equations."
MATH259,"4 units, lecture, 3 hours; individual study, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. explores various intermediate graduate topics in mathematics. course is repeatable as content or topic changes.   course is repeatable as content or topic changes."
MATH291,"1 to 6 units, individual study, 3 to 18 hours. prerequisite(s): graduate standing in mathematics or consent of instructor. designed to advise and assist candidates with exam preparation graded satisfactory (s) or no credit (nc). course is repeatable prior to successful completion of the qualifying examination for   m.a. and m.s. students to a maximum of 6 units and for ph.d. students to a maximum of 12 units."
ME009,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none.  covers graphical concepts and projective geometry relating to spatial visualization and communication in design. includes technical sketching, computer-aided design with solid modeling, geometric dimensioning and tolerancing, and an introduction to the engineering design process."
ME018A,"4 units, lecture, 3 hours; laboratory, 3 hours. prerequisite(s): math 009a with a grade of c- or better or math 09ha with a grade of c- or better; or equivalent. an introduction to the use of matlab in engineering computation. covers scripts and functions, programming, input/output, and two- and three-dimensional graphing. introduces data analysis, numerical analysis, and numerical solutions for engineering problems."
ME018B,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): me 018a, phys 040a with a grade of c- or better or phys 041a with a grade of c- or better. introduces the concepts of computational modeling in mechanical engineering. topics include formulation of mathematical models to solve problems involving vector analysis, complex numbers, linear algebra, and differential, and integral calculus. explores analytical and numerical solutions to problems in mechanical engineering."
ME110,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): me 010 with a grade of c- or better, math 046. topics include mechanics of deformable bodies subjected to axial, torsional, shear, and bending loads; combined stresses; and their applications to the design of structures.  satisfactory(s) or no credit(n/c) is not available."
ME114,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): chem 001b, phys 040c or phys 040hc; upper-division standing. covers materials classification, atomic structure and interatomic bonding, crystal structure of metals, imperfections in solids, diffusion, mechanical properties of engineering materials, strengthening mechanisms, basic concepts of fracture and fatigue, phase diagrams, ceramics, polymers, and composites."
ME120,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): ee 005 or ee 030a, ee 030la; cs 010b, math 031 or me 018b. introduces the modeling and analysis of dynamic systems, emphasizing the common features of mechanical, hydraulic, pneumatic, thermal, electrical, and electromechanical systems. controls are introduced through state equations, equilibrium, linearization, stability, and time and frequency domain analysis."
ME130,"4 units, lecture, 3 hours, discussion, 1 hour. prerequisite(s): me 009, me 103. explores the kinematic analysis of planar mechanisms including linkages, cams, and gear trains. introduces concepts of multibody dynamics."
ME133,"4 units, lecture, 3 hours; laboratory, 3 hours. prerequisite(s): ee 005 or ee 030a, ee 030la. introduces hardware, software, sensors, actuators, physical systems models, and control theory in the context of control system implementation. covers data acquisition (labview), sensors, actuators, electric circuits and components, semiconductor electronics, logic circuits, signal processing using analog operational amplifiers, programmable logic controllers, and microcontroller programming and interfacing. uses matlab and simulink."
ME156,"4 units, lecture, 3 hours; laboratory, 3 hours. prerequisite(s): senior standing; me 110; me 114. introduces the theory and experimental techniques for testing the mechanical behavior of materials and structures.  covers the fundamental mechanisms of deformation and failure of metals, ceramics, polymers, composite materials, and electronic materials as well as structural design and materials selection."
ME170B,"4 units, laboratory, 6 hours; discussion, 2 hours. prerequisite(s): me 103, me 110, me 113, me 116a, me 170a. analysis and verification of engineering theory using laboratory measurements in advanced, project-oriented experiments involving fluid flow, heat transfer, structural dynamics, thermodynamic systems, and electromechanical systems."
ME175B,"3 units, lecture, 2 hours; laboratory, 2 hours. prerequisite(s): senior standing in mechanical engineering.  me 113, me 116a, me 170a, me 174, me 175a (may be taken concurrently). outlines the defining of a design problem and the conception and detail of the design solution. explores design theory, design for safety, reliability, manufacture, and assembly. graded in progress (ip) until me 175b and me 175c are completed, at which time a final, letter grade is assigned."
ME190,"1 to 5 units, individual study, 3 to 15 hours. prerequisite(s): consent of instructor, department chair, and mechanical engineering undergraduate program committee chair. individual study to meet special curricular needs. requires a final written report. course is repeatable to a maximum of 9 units."
ME200,"4 units, lecture, 4 hours. prerequisite(s): graduate standing in engineering or consent of instructor topics include linear algebra theory, vector spaces, eigenvalue problems, complex analytic functions, contour integration, integral transforms, and basic methods for solving ordinary and partial differential equations in mechanical engineering applications."
ME220,"4 units, lecture, 4 hour; term paper, 1 hour.  prerequisite(s): me 120, me 121 or equivalent; or consent of instructor.  introduces optimal control and estimation with specific focus on discrete time linear systems. topics include analysis of discrete riccati equations; asymptotic properties of optimal controllers; optimal tracking; an introduction to receding horizon control; derivation of the kalman filter; extended kalman filter; and unscented kalman filter. may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor. cross-listed with ee 233."
ME223,"4 units, lecture, 4 hours. prerequisite(s): graduate standing or consent of instructor. me 223 online section; enrollment in the online master-in-science in engineering program.  an introductory study of fault-tolerant and secure control systems. topics include models of dynamical systems; linear system theory; detectability of attacks and failures; model-based fault detection; analytical redundancy; unknown-input observers; statistical methods for fault detection; graphical models and structured system theory; and fault-tolerant control. letter grade or s/nc; no petition required."
ME224,"4 units, lecture, 3 hours; laboratory, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. provides the students with the mathematical and computational tools used in many diverse areas of robotics. topics include numerical tools for inverse kinematics, representation and manipulation of model data, optimization methods for obstacle avoidance, and simulation of robot dynamics. covers popular computational environments for robotics."
ME240A,"4 units, lecture, 4 hours. prerequisite(s): graduate standing or consent of instructor. me 240a online section; enrollment in the online master-in-science in engineering program. introduction to fluid mechanics. explores equations of motion, stress tensor, the navier-stokes equations, boundary conditions, exact solutions, vorticity, and boundary layers."
ME261,"4 units, lecture, 4 hours. prerequisite(s): me 110; graduate standing; or consent of instructor introduction to tensors, strain, equations of motion, and constitutive equations. topics include typical boundary value problems of classical elasticity, problems of plane strain and plane stress, and variational principles."
ME266,"4 units, lecture, 4 hours. prerequisite(s):  graduate standing;  or consent of instructor. course introduces students to topics related to structure-composition-processing-performance relationship of metallic materials. it will cover fundamentals of materials science, materials selection, processing and manufacturing. materials design or selection-based approach and team activities will be utilized to enhance learning and presentation skills.     cross-listed with mse 248b."
ME270,"4 units, lecture, 4 hours. prerequisite(s): me 110, me 114, or equivalents, for mse 238 online section; enrollment in the online master-in-science in engineering program. an introduction to the design and fabrication of microelectromechanical systems (mems). topics include  micromachining processes; material properties; transduction; applications in mechanical, thermal, optical, radiation, and biological sensors and actuators; microfluidic devices; bio-mems and applications; packaging and reliability concepts; and metrology techniques for mems. cross-listed with mse 238."
ME290,"1 to 6 units, individual study, 3 to 18 hours. prerequisite(s): graduate standing; consent of instructor and graduate advisor. individual study, directed by a faculty member, of selected topics in mechanical engineering. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 9 units."
ME302,"1 to 4 units, seminar, 1 to 4 hours. prerequisite(s): graduate standing; consent of instructor; appointment as a teaching assistant or an associate in mechanical engineering. topics include effective teaching methods, such as those involved in leading discussion sections and preparing and grading examinations, and student-instructor relations in lower- and upper-division mechanical engineering courses. required each quarter of teaching assistants and associates in mechanical engineering. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 12 units."
MCS006,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. examines basic principles and methodologies of theory as applied to the interpretation and creation of works of art. includes screenings.     cross-listed with art 006."
MCS009,"4 units, lecture, 3 hours, discussion, 1 hour. prerequisite(s): none. an exploration of popular film and tv soundtrack music, emphasizing drama and musical style. scene study features such films as the matrix, casablanca, the x-files, and altered states. cross-listed with mus 007."
MCS020,"4 units, lecture, 3 hours; screening, 3 hours; discussion, 1 hour. prerequisite(s): none. an introduction to the formal and narrative principles of film construction and to various critical approaches to the cinema, such as auteur and genre theory. provides an overview of world cinemas."
MCS048,"4 units, lecture, 3 hours; screening, 3 hours. prerequisite(s): none. a study of selected films from china and taiwan focusing on cultural context. includes what to look for in these films; the interrelations with theater, photography, and literature; and how these films are understood as an art form.     cross-listed with ast 048, chn 048, and cplt 048."
MCS066,"4 units,  lecture, 3 hours; discussion, 1 hour; screening, 8 hours per quarter. prerequisite(s): none. an introduction to writing for stage and screen. addresses structure, character, dialogue, theme, and story. cross-listed with crwt 066, and tfdp 066."
MCS172,"4 units, lecture, 3 hours; screening, 3 hours. prerequisite(s): upper-division standing or consent of instructor. topics may include study of a specific film or media genre; comparative genre studies (including a survey of the history and theory of two or more genres); or analysis of the concept of genre in film and media studies. each segment is repeatable as its content changes to a maximum of 8 units."
MCS190,"1 to 5 units, consultation, 1 hour; individual study, 3 to 12 hours; term paper or project, 1-3 hours. prerequisite(s): upper-division standing; consent of instructor and program chair. faculty-driven individual study to meet special curricular needs. requires a final paper or creative project. course is repeatable to a maximum of 15 units."
MCS302,"1 to 4 units, practicum, 3 to 12 hours. prerequisite(s): appointment as a teaching assistant; graduate standing. supervised teaching in undergraduate media and cultural studies courses.  required for all media and cultural studies teaching assistants. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 4 units."
MCBL250,"1 unit, seminar, 1 hour. prerequisite(s): graduate standing. formal seminars by graduate students, faculty, and invited scholars on selected topics in microbiology. graded satisfactory (s) or no credit (nc). course is repeatable."
MUS006,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. a survey of people, identity, and music making. includes listening to music from many cultural contexts. also covers a variety of scholarly topics in world music.     cross-listed with anth 006."
MUS007,"4 units, lecture, 3 hours, discussion, 1 hour. prerequisite(s): none. an exploration of popular film and tv soundtrack music, emphasizing drama and musical style. scene study features such films as the matrix, casablanca, the x-files, and altered states. cross-listed with mcs 009."
MUS018,"4 units, lecture, 3 hours, discussion, 1 hour. prerequisite(s): none. a survey of spanish music from the middle ages to the present.  covers regional folklore and popular styles (especially flamenco) as well as developments in classical music through the major style periods.  examines music in its historical and cultural context.  knowledge of spanish and music not required."
MUS023,"4 units, lecture, 3 hours; laboratory, 3 hours. prerequisite(s): none. introduces the fundamentals of audio recording. includes basic design and uses of a recording studio, digital audio workstations, and microphones, as well as recording, processing, and mixing techniques.   course is repeatable to a maximum of 8 units."
MUS030A,"4 units, lecture, 3 hours; consultation, 1 hour. prerequisite(s): mus 010; or a passing score on a diagnostic examination. mus majors are required to concurrently enroll in mus 031a;  or consent of instructor. first of a three-quarter long study of harmony. includes diatonic primary and secondary chords in root position and inversions, four-part vocal writing, melodic harmonization, and introduction to non-chord tones. highly recommended to complete this requirement during sophomore year. open to non-majors with consent of instructor."
MUS031A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): mus 010; or a passing score on a diagnostic examination. mus majors are required to concurrently enroll in mus 030a;  or consent of instructor. first of a three quarter-long applied skill-based course integrating concepts learned while concurrently enrolled in mus 030a. involves basic sight singing, rhythmic reading, melodic and harmonic dictation, and keyboard harmony.  highly recommended to complete this requirement during sophomore year."
MUS032,"2 units, workshop, 2 hours; activity, 1 hour. prerequisite(s): mus 010;  or consent of instructor. develops fundamental skills in piano performance. topics include sight reading, scales, improvisation, harmonization, transposition, and repertoire studies. provides preparation for the department of music's piano proficiency exam.   course is repeatable to a maximum of 12 units."
